cpu_usage,memory_usage,latency,error_rate,outage
25.6,50.74,118.25,2.85,0
34.43,84.06,82.16,2.51,0
33.32,56.91,122.5,1.16,0
45.56,44.24,187.5,0.97,0
25.11,60.84,72.05,2.2,0
32.99,73.53,128.63,0.95,0
21.91,58.06,82.29,0.19,0
37.85,58.1,154.5,2.15,0
61.43,49.32,156.48,2.93,0
32.03,29.87,93.85,1.39,0
83.06,96.0,1027.02,15.46,1
22.77,17.02,76.7,1.82,0
111.64,100.16,2118.88,49.41,1
57.87,107.96,119.17,1.88,1
54.99,27.63,106.23,1.41,0
42.63,82.68,116.41,1.5,0
106.24,23.81,1236.68,20.39,1
62.48,43.04,73.3,1.76,0
40.92,2.65,109.19,0.71,0
47.18,85.88,162.47,3.38,0
44.59,24.24,138.61,2.18,0
24.22,52.67,187.81,2.89,0
61.93,47.69,82.4,3.34,0
56.89,82.85,145.59,1.97,0
48.04,42.64,118.08,1.73,0
39.53,28.3,82.38,1.98,0
58.88,80.95,109.85,4.6,0
20.14,68.46,97.41,1.03,0
73.44,49.49,115.82,2.9,0
42.4,67.47,65.96,2.3,0
20.23,33.78,110.73,1.86,0
68.94,54.02,126.35,1.25,0
50.93,-27.65,104.72,2.85,0
42.72,86.0,125.61,2.03,0
73.03,126.15,1486.08,49.51,1
50.95,86.64,152.76,2.12,0
29.54,39.51,155.84,2.75,0
39.49,29.9,148.36,1.29,0
95.82,56.42,1524.11,19.2,1
28.57,41.85,170.34,0.51,0
46.72,57.59,147.98,3.1,0
46.1,47.96,147.2,1.95,0
57.49,48.05,112.68,1.28,0
29.85,64.22,92.63,2.43,0
33.56,10.93,118.07,3.27,0
33.85,68.23,139.6,3.69,0
57.18,61.16,125.24,2.78,0
71.25,71.15,840.03,38.79,0
46.97,58.92,175.21,2.82,0
23.51,81.78,136.01,1.18,0
46.25,73.59,179.81,3.03,0
51.15,33.65,112.65,2.51,0
36.49,69.89,116.38,2.13,0
51.18,66.14,134.36,2.66,0
27.15,39.07,79.92,0.27,0
105.26,88.56,1498.07,14.67,1
90.83,98.0,1354.29,20.78,1
80.72,88.33,1277.2,38.3,1
37.91,57.76,129.2,2.43,0
20.1,88.86,122.9,-0.35,0
30.39,62.55,57.37,1.3,0
40.25,61.74,150.51,1.26,0
49.79,50.9,167.49,-0.72,0
55.57,94.03,119.92,1.84,1
53.61,31.79,126.04,2.82,0
52.35,68.88,51.02,0.98,0
29.24,24.98,98.41,0.73,0
14.82,54.31,87.06,2.44,0
36.77,88.95,193.88,1.47,0
44.68,12.51,188.03,1.14,0
41.75,39.44,179.56,3.15,0
46.08,66.51,79.17,1.62,0
43.47,46.57,110.23,0.33,0
70.17,22.58,108.18,2.99,0
43.85,5.28,90.25,3.03,0
33.0,45.48,131.03,2.97,0
48.34,62.87,64.5,2.38,0
39.22,46.41,172.41,3.53,0
46.67,71.64,109.99,3.63,0
39.88,16.22,99.76,2.04,0
51.85,20.41,133.24,0.11,0
25.07,61.29,134.46,2.0,0
44.68,34.39,58.79,1.49,0
28.79,78.44,180.4,1.67,0
30.68,71.68,83.46,1.32,0
30.64,13.23,166.77,1.89,0
24.09,48.53,163.72,2.26,0
26.71,34.11,156.1,1.57,0
41.95,53.9,167.62,1.5,0
98.28,102.61,2012.84,11.79,1
81.3,71.81,1604.89,23.27,1
55.2,67.75,129.79,4.02,0
20.65,20.5,76.62,1.17,0
44.74,53.17,59.85,3.82,0
48.99,44.09,59.69,4.25,0
17.76,17.62,125.18,0.15,0
43.05,44.71,189.54,1.34,0
28.28,102.01,50.07,2.86,1
101.34,50.91,1365.03,38.21,1
7.0,61.76,162.43,2.17,0
56.21,39.02,85.39,2.9,0
32.46,66.71,99.88,0.39,0
64.15,49.13,137.27,1.61,0
54.09,66.18,98.67,1.35,0
40.37,77.81,127.81,0.98,0
42.11,78.23,78.54,0.49,0
46.78,70.19,100.53,1.5,0
18.56,21.99,188.96,3.21,0
55.89,62.2,156.65,1.87,0
115.09,80.11,1623.95,12.37,1
53.66,14.51,163.21,1.04,0
51.91,36.99,118.32,2.41,0
42.6,62.32,91.51,0.4,0
99.97,109.81,2102.83,26.37,1
35.17,58.41,142.78,1.8,0
72.36,57.7,174.23,2.26,0
38.24,63.44,70.86,2.85,0
29.97,46.15,67.29,3.44,0
29.57,30.27,93.53,2.9,0
23.84,67.49,73.56,0.78,0
38.13,42.59,89.38,1.32,0
17.37,64.41,138.8,2.54,0
92.77,64.83,1724.5,50.6,1
58.12,73.48,82.38,1.74,0
44.76,57.03,71.57,3.76,0
50.91,57.47,105.71,2.42,0
34.24,75.36,149.13,0.34,0
27.57,30.27,108.94,2.3,0
40.77,52.37,132.16,-0.18,0
23.74,7.06,78.48,2.19,0
48.48,28.28,192.75,2.75,0
35.26,69.03,139.08,1.1,0
34.97,58.57,171.57,0.43,0
63.26,39.38,68.58,2.12,0
26.26,39.2,171.7,3.35,0
84.86,102.97,2120.57,24.15,1
34.06,7.11,103.18,4.65,0
26.72,75.59,103.94,1.13,0
16.79,23.74,107.84,2.25,0
13.49,30.89,122.87,1.1,0
50.37,73.31,185.55,2.44,0
38.11,49.43,165.4,2.17,0
40.32,67.12,19.07,1.97,0
53.15,5.91,139.47,3.96,0
40.76,57.65,98.07,0.56,0
21.82,52.38,120.08,1.33,0
31.44,41.32,152.75,1.9,0
53.34,35.9,131.62,2.15,0
32.66,11.21,101.13,0.77,0
24.3,51.84,146.5,1.86,0
92.19,76.55,2094.24,14.91,1
50.21,71.16,123.27,2.87,0
114.3,78.79,1959.86,49.38,1
68.98,58.8,1304.91,43.32,1
68.57,42.72,143.35,1.71,0
45.7,77.85,148.48,3.12,0
26.88,52.77,93.19,3.5,0
22.27,31.94,132.81,2.48,0
38.32,66.0,116.85,1.0,0
56.24,31.38,92.91,2.59,0
19.11,48.74,178.95,0.26,0
56.63,50.7,230.56,3.7,0
20.19,67.7,95.35,0.92,0
9.4,57.02,129.2,2.64,0
62.31,26.5,175.75,0.52,0
56.8,42.41,79.6,1.8,0
54.72,36.39,111.56,2.2,0
75.27,27.66,78.76,2.12,0
41.51,36.9,110.04,1.9,0
19.44,78.94,63.88,2.29,0
69.88,21.02,166.36,2.14,0
67.59,89.83,1483.91,18.69,1
57.81,93.95,204.65,2.0,1
41.38,52.73,118.95,0.7,0
32.32,48.5,144.23,0.52,0
26.81,54.28,162.76,3.13,0
50.23,106.36,164.19,3.82,1
33.27,21.69,56.78,3.12,0
62.37,44.9,76.52,0.13,0
37.78,6.22,63.24,2.97,0
20.91,76.64,81.45,3.05,0
66.22,37.9,118.71,2.5,0
53.18,47.51,108.65,0.42,0
100.47,100.93,1770.26,49.99,1
42.58,57.56,61.44,3.45,0
54.96,47.29,75.22,1.58,0
64.07,27.43,128.02,2.43,0
32.25,41.1,81.54,2.42,0
45.83,43.83,148.89,1.82,0
38.75,66.79,103.75,2.53,0
25.75,60.95,166.21,0.9,0
17.43,7.98,165.07,1.94,0
25.57,60.84,216.34,3.33,0
31.64,58.94,140.23,1.02,0
52.65,55.92,74.29,1.81,0
2.58,64.65,50.82,1.67,0
53.28,54.83,135.11,3.2,0
50.6,32.72,126.12,2.23,0
4.56,39.19,108.93,2.39,0
38.08,76.86,73.79,1.88,0
20.57,45.45,97.0,1.46,0
61.28,68.68,67.55,3.03,0
37.22,46.93,129.32,1.54,0
34.96,33.49,102.24,2.27,0
48.47,21.2,172.78,1.24,0
11.11,53.41,115.11,2.18,0
27.84,35.46,207.84,1.63,0
24.26,65.45,65.55,1.63,0
8.98,23.53,132.58,1.96,0
37.55,63.43,99.76,4.06,0
23.05,61.03,189.66,2.24,0
47.28,76.0,51.01,1.98,0
63.96,23.88,131.84,1.5,0
104.11,97.69,1718.17,30.77,1
29.32,37.8,147.83,2.19,0
39.97,53.41,120.13,2.07,0
32.87,49.18,129.34,1.51,0
40.69,48.98,142.89,0.87,0
92.44,98.7,1561.17,14.72,1
40.07,53.03,124.98,0.58,0
37.89,5.94,143.09,0.99,0
12.37,59.35,51.54,1.9,0
46.37,54.52,124.35,0.72,0
44.66,75.1,121.7,2.54,0
30.4,24.94,197.95,1.19,0
47.34,64.07,96.79,-0.11,0
11.9,49.5,172.42,4.65,0
55.03,49.91,184.63,1.51,0
25.27,59.14,131.95,3.56,0
32.87,48.72,112.19,2.73,0
15.95,7.03,80.56,4.23,0
39.44,51.32,90.42,2.04,0
76.89,69.65,110.56,1.93,0
31.28,53.77,41.53,0.21,0
69.07,60.64,1194.27,25.24,1
50.97,29.95,103.68,2.93,0
40.67,61.42,121.26,1.9,0
36.45,49.61,70.45,3.42,0
43.91,72.96,102.72,1.67,0
54.97,51.55,124.41,1.69,0
48.86,44.6,152.69,2.08,0
90.71,95.54,669.38,30.98,1
11.37,37.66,154.42,1.23,0
53.46,34.82,78.45,3.49,0
46.97,48.15,147.18,0.87,0
43.34,15.41,107.15,2.88,0
2.04,60.54,110.33,2.81,0
91.85,78.81,1077.62,47.04,1
46.06,49.75,157.25,2.67,0
39.28,56.55,167.76,2.19,0
46.31,25.06,94.42,1.27,0
73.25,44.05,66.65,4.01,0
26.43,57.36,150.25,2.85,0
67.52,52.37,175.69,2.5,0
45.0,49.6,47.78,2.11,0
39.52,52.05,124.77,1.14,0
38.59,33.0,74.44,3.89,0
40.08,48.92,166.35,2.31,0
30.3,59.25,140.16,1.64,0
31.14,57.82,101.51,2.78,0
98.84,70.83,1951.2,33.85,1
61.71,46.86,134.9,2.29,0
50.65,9.12,136.76,2.02,0
43.99,26.55,150.27,1.94,0
46.43,49.06,79.12,3.88,0
37.01,72.21,140.83,3.73,0
54.38,73.28,157.94,2.34,0
39.04,36.39,116.03,2.8,0
42.48,22.3,58.37,2.32,0
19.48,50.91,120.35,3.19,0
48.76,47.98,77.69,0.86,0
50.81,34.87,102.97,2.08,0
34.38,56.77,175.96,3.37,0
37.84,36.4,172.65,2.02,0
57.03,56.93,92.33,1.39,0
49.91,68.38,137.61,-0.64,0
57.75,75.36,137.33,1.77,0
97.57,99.28,1233.84,30.81,1
34.33,32.29,182.73,-0.02,0
40.7,77.63,145.73,1.66,0
30.74,48.58,187.89,2.61,0
47.29,58.39,200.82,1.96,0
55.13,25.9,71.88,2.18,0
29.24,82.66,41.02,0.56,0
27.18,49.82,133.66,0.78,0
18.41,34.75,144.34,2.15,0
53.54,56.06,56.9,1.09,0
35.85,45.1,143.8,3.23,0
34.84,65.45,104.89,3.01,0
37.7,72.14,118.19,1.68,0
64.45,67.32,98.44,2.88,0
36.88,20.84,81.97,2.07,0
14.25,58.1,111.37,1.96,0
76.21,68.68,890.41,22.29,0
35.3,53.45,126.15,1.89,0
18.43,39.09,131.66,0.13,0
45.96,65.17,132.06,2.54,0
27.17,42.76,108.74,2.4,0
70.13,52.58,104.08,1.52,0
56.22,62.33,153.62,1.53,0
68.95,125.17,2174.83,22.48,1
45.63,42.78,89.1,3.51,0
70.17,67.95,185.31,3.06,0
34.77,54.25,148.73,1.8,0
109.28,71.33,1764.1,45.29,1
11.2,39.0,158.18,2.36,0
31.21,22.45,100.81,3.15,0
17.91,37.7,146.24,0.95,0
48.33,50.07,139.73,3.5,0
33.47,30.96,210.29,1.54,0
36.49,59.55,69.44,1.43,0
25.56,35.93,125.42,1.01,0
40.97,53.16,18.82,1.05,0
113.47,105.48,1117.64,45.83,1
55.21,56.99,148.44,1.26,0
55.49,79.29,60.79,1.77,0
33.83,8.82,108.72,2.57,0
62.57,56.87,94.62,3.67,0
44.62,32.93,123.67,1.57,0
17.09,89.1,121.37,-0.05,0
51.52,38.45,117.81,2.19,0
16.92,39.48,159.75,3.31,0
51.21,35.12,91.15,2.32,0
32.51,21.28,148.41,0.91,0
52.04,82.74,817.02,22.73,0
-0.8,24.07,96.63,3.69,0
68.02,61.66,157.9,1.79,0
52.03,52.85,153.57,1.68,0
42.99,60.87,93.02,1.64,0
49.49,20.01,150.16,2.62,0
66.6,23.1,57.96,0.4,0
11.38,68.7,84.44,4.32,0
15.56,32.76,53.44,3.35,0
84.25,69.55,863.75,49.94,0
15.11,55.77,137.48,1.08,0
38.35,66.12,167.85,0.79,0
118.14,61.47,1729.02,37.05,1
36.04,55.79,113.41,2.2,0
24.37,23.76,105.61,3.24,0
13.83,50.23,189.73,2.3,0
46.96,71.79,134.26,1.15,0
57.17,72.53,120.97,2.75,0
45.7,32.87,159.01,3.47,0
38.66,62.48,70.74,1.52,0
33.67,28.72,144.75,3.25,0
16.93,48.34,130.76,1.2,0
41.11,56.23,123.12,3.83,0
37.93,52.23,128.71,0.74,0
26.76,24.97,153.55,2.65,0
48.84,54.81,158.38,1.93,0
51.02,19.8,123.12,1.35,0
42.47,59.99,177.36,1.36,0
49.63,55.82,96.48,2.39,0
48.28,43.0,118.64,3.68,0
33.24,79.15,140.57,3.64,0
55.57,83.01,122.01,0.92,0
54.03,52.37,68.8,3.21,0
25.15,50.91,133.54,1.69,0
31.72,40.91,195.76,2.82,0
35.98,80.88,157.36,1.18,0
33.46,28.59,149.06,4.28,0
41.88,59.6,138.38,1.09,0
104.96,73.48,1251.96,24.89,1
21.12,87.93,75.0,2.25,0
49.21,31.51,161.61,2.49,0
21.76,39.42,91.71,0.56,0
47.91,43.26,129.1,2.85,0
45.64,31.07,123.83,2.64,0
37.8,64.51,45.36,2.95,0
39.25,53.45,129.62,-0.22,0
42.5,14.41,215.48,2.27,0
48.07,-18.21,99.62,3.75,0
